,temperature,geometry
761372.0,,"POLYGON ((-105.66249997 26.50416667, -105.66249997 26.54583333, -105.70416663 26.54583333, -105.70416663 26.50416667, -105.66249997 26.50416667))"
761375.0,,"POLYGON ((-105.53749997 26.50416667, -105.53749997 26.54583333, -105.57916663 26.54583333, -105.57916663 26.50416667, -105.53749997 26.50416667))"
761374.0,,"POLYGON ((-105.5791666366667 26.50416667, -105.5791666366667 26.54583333, -105.6208332966667 26.54583333, -105.6208332966667 26.50416667, -105.5791666366667 26.50416667))"
761376.0,,"POLYGON ((-105.4958333033333 26.50416667, -105.4958333033333 26.54583333, -105.5374999633333 26.54583333, -105.5374999633333 26.50416667, -105.4958333033333 26.50416667))"
761366.0,,"POLYGON ((-105.91249997 26.50416667, -105.91249997 26.54583333, -105.95416663 26.54583333, -105.95416663 26.50416667, -105.91249997 26.50416667))"
761377.0,,"POLYGON ((-105.4541666366667 26.50416667, -105.4541666366667 26.54583333, -105.4958332966667 26.54583333, -105.4958332966667 26.50416667, -105.4541666366667 26.50416667))"
761367.0,,"POLYGON ((-105.8708333033333 26.50416667, -105.8708333033333 26.54583333, -105.9124999633333 26.54583333, -105.9124999633333 26.50416667, -105.8708333033333 26.50416667))"
761369.0,,"POLYGON ((-105.78749997 26.50416667, -105.78749997 26.54583333, -105.82916663 26.54583333, -105.82916663 26.50416667, -105.78749997 26.50416667))"
759986.0,,"POLYGON ((-105.66249997 26.54583333666667, -105.66249997 26.58749999666666, -105.70416663 26.58749999666666, -105.70416663 26.54583333666667, -105.66249997 26.54583333666667))"
759992.0,,"POLYGON ((-105.41249997 26.54583333666667, -105.41249997 26.58749999666666, -105.45416663 26.58749999666666, -105.45416663 26.54583333666667, -105.41249997 26.54583333666667))"
759988.0,,"POLYGON ((-105.5791666366667 26.54583333666667, -105.5791666366667 26.58749999666666, -105.6208332966667 26.58749999666666, -105.6208332966667 26.54583333666667, -105.5791666366667 26.54583333666667))"
759985.0,,"POLYGON ((-105.7041666366667 26.54583333666667, -105.7041666366667 26.58749999666666, -105.7458332966667 26.58749999666666, -105.7458332966667 26.54583333666667, -105.7041666366667 26.54583333666667))"
759984.0,,"POLYGON ((-105.7458333033333 26.54583333666667, -105.7458333033333 26.58749999666666, -105.7874999633333 26.58749999666666, -105.7874999633333 26.54583333666667, -105.7458333033333 26.54583333666667))"
759987.0,,"POLYGON ((-105.6208333033333 26.54583333666667, -105.6208333033333 26.58749999666666, -105.6624999633333 26.58749999666666, -105.6624999633333 26.54583333666667, -105.6208333033333 26.54583333666667))"
759982.0,,"POLYGON ((-105.8291666366667 26.54583333666667, -105.8291666366667 26.58749999666666, -105.8708332966667 26.58749999666666, -105.8708332966667 26.54583333666667, -105.8291666366667 26.54583333666667))"
759991.0,,"POLYGON ((-105.4541666366667 26.54583333666667, -105.4541666366667 26.58749999666666, -105.4958332966667 26.58749999666666, -105.4958332966667 26.54583333666667, -105.4541666366667 26.54583333666667))"
759989.0,,"POLYGON ((-105.53749997 26.54583333666667, -105.53749997 26.58749999666666, -105.57916663 26.58749999666666, -105.57916663 26.54583333666667, -105.53749997 26.54583333666667))"
759990.0,,"POLYGON ((-105.4958333033333 26.54583333666667, -105.4958333033333 26.58749999666666, -105.5374999633333 26.58749999666666, -105.5374999633333 26.54583333666667, -105.4958333033333 26.54583333666667))"
759983.0,,"POLYGON ((-105.78749997 26.54583333666667, -105.78749997 26.58749999666666, -105.82916663 26.58749999666666, -105.82916663 26.54583333666667, -105.78749997 26.54583333666667))"
759980.0,,"POLYGON ((-105.91249997 26.54583333666667, -105.91249997 26.58749999666666, -105.95416663 26.58749999666666, -105.95416663 26.54583333666667, -105.91249997 26.54583333666667))"
759981.0,,"POLYGON ((-105.8708333033333 26.54583333666667, -105.8708333033333 26.58749999666666, -105.9124999633333 26.58749999666666, -105.9124999633333 26.54583333666667, -105.8708333033333 26.54583333666667))"
758595.0,,"POLYGON ((-105.8708333033333 26.58750000333334, -105.8708333033333 26.62916666333333, -105.9124999633333 26.62916666333333, -105.9124999633333 26.58750000333334, -105.8708333033333 26.58750000333334))"
758596.0,,"POLYGON ((-105.8291666366667 26.58750000333334, -105.8291666366667 26.62916666333333, -105.8708332966667 26.62916666333333, -105.8708332966667 26.58750000333334, -105.8291666366667 26.58750000333334))"
758607.0,,"POLYGON ((-105.3708333033333 26.58750000333334, -105.3708333033333 26.62916666333333, -105.4124999633333 26.62916666333333, -105.4124999633333 26.58750000333334, -105.3708333033333 26.58750000333334))"
758597.0,,"POLYGON ((-105.78749997 26.58750000333334, -105.78749997 26.62916666333333, -105.82916663 26.62916666333333, -105.82916663 26.58750000333334, -105.78749997 26.58750000333334))"
758594.0,,"POLYGON ((-105.91249997 26.58750000333334, -105.91249997 26.62916666333333, -105.95416663 26.62916666333333, -105.95416663 26.58750000333334, -105.91249997 26.58750000333334))"
765543.0,,"POLYGON ((-105.1208333033333 26.37916667, -105.1208333033333 26.42083333, -105.1624999633333 26.42083333, -105.1624999633333 26.37916667, -105.1208333033333 26.37916667))"
765542.0,,"POLYGON ((-105.16249997 26.37916667, -105.16249997 26.42083333, -105.20416663 26.42083333, -105.20416663 26.37916667, -105.16249997 26.37916667))"
765538.0,,"POLYGON ((-105.3291666366667 26.37916667, -105.3291666366667 26.42083333, -105.3708332966667 26.42083333, -105.3708332966667 26.37916667, -105.3291666366667 26.37916667))"
764157.0,,"POLYGON ((-105.1208333033333 26.42083333666667, -105.1208333033333 26.46249999666666, -105.1624999633333 26.46249999666666, -105.1624999633333 26.42083333666667, -105.1208333033333 26.42083333666667))"
764156.0,,"POLYGON ((-105.16249997 26.42083333666667, -105.16249997 26.46249999666666, -105.20416663 26.46249999666666, -105.20416663 26.42083333666667, -105.16249997 26.42083333666667))"
764151.0,,"POLYGON ((-105.3708333033333 26.42083333666667, -105.3708333033333 26.46249999666666, -105.4124999633333 26.46249999666666, -105.4124999633333 26.42083333666667, -105.3708333033333 26.42083333666667))"
764158.0,,"POLYGON ((-105.0791666366667 26.42083333666667, -105.0791666366667 26.46249999666666, -105.1208332966667 26.46249999666666, -105.1208332966667 26.42083333666667, -105.0791666366667 26.42083333666667))"
764159.0,,"POLYGON ((-105.03749997 26.42083333666667, -105.03749997 26.46249999666666, -105.07916663 26.46249999666666, -105.07916663 26.42083333666667, -105.03749997 26.42083333666667))"
764154.0,,"POLYGON ((-105.2458333033333 26.42083333666667, -105.2458333033333 26.46249999666666, -105.2874999633333 26.46249999666666, -105.2874999633333 26.42083333666667, -105.2458333033333 26.42083333666667))"
764152.0,,"POLYGON ((-105.3291666366667 26.42083333666667, -105.3291666366667 26.46249999666666, -105.3708332966667 26.46249999666666, -105.3708332966667 26.42083333666667, -105.3291666366667 26.42083333666667))"
764153.0,,"POLYGON ((-105.28749997 26.42083333666667, -105.28749997 26.46249999666666, -105.32916663 26.46249999666666, -105.32916663 26.42083333666667, -105.28749997 26.42083333666667))"
764155.0,,"POLYGON ((-105.2041666366667 26.42083333666667, -105.2041666366667 26.46249999666666, -105.2458332966667 26.46249999666666, -105.2458332966667 26.42083333666667, -105.2041666366667 26.42083333666667))"
762770.0,,"POLYGON ((-105.16249997 26.46250000333334, -105.16249997 26.50416666333333, -105.20416663 26.50416666333333, -105.20416663 26.46250000333334, -105.16249997 26.46250000333334))"
762765.0,,"POLYGON ((-105.3708333033333 26.46250000333334, -105.3708333033333 26.50416666333333, -105.4124999633333 26.50416666333333, -105.4124999633333 26.46250000333334, -105.3708333033333 26.46250000333334))"
762773.0,,"POLYGON ((-105.03749997 26.46250000333334, -105.03749997 26.50416666333333, -105.07916663 26.50416666333333, -105.07916663 26.46250000333334, -105.03749997 26.46250000333334))"
762768.0,,"POLYGON ((-105.2458333033333 26.46250000333334, -105.2458333033333 26.50416666333333, -105.2874999633333 26.50416666333333, -105.2874999633333 26.46250000333334, -105.2458333033333 26.46250000333334))"
762772.0,,"POLYGON ((-105.0791666366667 26.46250000333334, -105.0791666366667 26.50416666333333, -105.1208332966667 26.50416666333333, -105.1208332966667 26.46250000333334, -105.0791666366667 26.46250000333334))"
762769.0,,"POLYGON ((-105.2041666366667 26.46250000333334, -105.2041666366667 26.50416666333333, -105.2458332966667 26.50416666333333, -105.2458332966667 26.46250000333334, -105.2041666366667 26.46250000333334))"
762766.0,,"POLYGON ((-105.3291666366667 26.46250000333334, -105.3291666366667 26.50416666333333, -105.3708332966667 26.50416666333333, -105.3708332966667 26.46250000333334, -105.3291666366667 26.46250000333334))"
762774.0,,"POLYGON ((-104.9958333033333 26.46250000333334, -104.9958333033333 26.50416666333333, -105.0374999633333 26.50416666333333, -105.0374999633333 26.46250000333334, -104.9958333033333 26.46250000333334))"
762771.0,,"POLYGON ((-105.1208333033333 26.46250000333334, -105.1208333033333 26.50416666333333, -105.1624999633333 26.50416666333333, -105.1624999633333 26.46250000333334, -105.1208333033333 26.46250000333334))"
762767.0,,"POLYGON ((-105.28749997 26.46250000333334, -105.28749997 26.50416666333333, -105.32916663 26.50416666333333, -105.32916663 26.46250000333334, -105.28749997 26.46250000333334))"
761383.0,,"POLYGON ((-105.2041666366667 26.50416667, -105.2041666366667 26.54583333, -105.2458332966667 26.54583333, -105.2458332966667 26.50416667, -105.2041666366667 26.50416667))"
761384.0,,"POLYGON ((-105.16249997 26.50416667, -105.16249997 26.54583333, -105.20416663 26.54583333, -105.20416663 26.50416667, -105.16249997 26.50416667))"
761386.0,,"POLYGON ((-105.0791666366667 26.50416667, -105.0791666366667 26.54583333, -105.1208332966667 26.54583333, -105.1208332966667 26.50416667, -105.0791666366667 26.50416667))"
761385.0,,"POLYGON ((-105.1208333033333 26.50416667, -105.1208333033333 26.54583333, -105.1624999633333 26.54583333, -105.1624999633333 26.50416667, -105.1208333033333 26.50416667))"
761380.0,,"POLYGON ((-105.3291666366667 26.50416667, -105.3291666366667 26.54583333, -105.3708332966667 26.54583333, -105.3708332966667 26.50416667, -105.3291666366667 26.50416667))"
761388.0,,"POLYGON ((-104.9958333033333 26.50416667, -104.9958333033333 26.54583333, -105.0374999633333 26.54583333, -105.0374999633333 26.50416667, -104.9958333033333 26.50416667))"
761381.0,,"POLYGON ((-105.28749997 26.50416667, -105.28749997 26.54583333, -105.32916663 26.54583333, -105.32916663 26.50416667, -105.28749997 26.50416667))"
761379.0,,"POLYGON ((-105.3708333033333 26.50416667, -105.3708333033333 26.54583333, -105.4124999633333 26.54583333, -105.4124999633333 26.50416667, -105.3708333033333 26.50416667))"
761382.0,,"POLYGON ((-105.2458333033333 26.50416667, -105.2458333033333 26.54583333, -105.2874999633333 26.54583333, -105.2874999633333 26.50416667, -105.2458333033333 26.50416667))"
761387.0,,"POLYGON ((-105.03749997 26.50416667, -105.03749997 26.54583333, -105.07916663 26.54583333, -105.07916663 26.50416667, -105.03749997 26.50416667))"
761391.0,,"POLYGON ((-104.8708333033333 26.50416667, -104.8708333033333 26.54583333, -104.9124999633333 26.54583333, -104.9124999633333 26.50416667, -104.8708333033333 26.50416667))"
761390.0,,"POLYGON ((-104.91249997 26.50416667, -104.91249997 26.54583333, -104.95416663 26.54583333, -104.95416663 26.50416667, -104.91249997 26.50416667))"
761389.0,,"POLYGON ((-104.9541666366667 26.50416667, -104.9541666366667 26.54583333, -104.9958332966667 26.54583333, -104.9958332966667 26.50416667, -104.9541666366667 26.50416667))"
759997.0,,"POLYGON ((-105.2041666366667 26.54583333666667, -105.2041666366667 26.58749999666666, -105.2458332966667 26.58749999666666, -105.2458332966667 26.54583333666667, -105.2041666366667 26.54583333666667))"
760002.0,,"POLYGON ((-104.9958333033333 26.54583333666667, -104.9958333033333 26.58749999666666, -105.0374999633333 26.58749999666666, -105.0374999633333 26.54583333666667, -104.9958333033333 26.54583333666667))"
760006.0,,"POLYGON ((-104.8291666366667 26.54583333666667, -104.8291666366667 26.58749999666666, -104.8708332966667 26.58749999666666, -104.8708332966667 26.54583333666667, -104.8291666366667 26.54583333666667))"
759998.0,,"POLYGON ((-105.16249997 26.54583333666667, -105.16249997 26.58749999666666, -105.20416663 26.58749999666666, -105.20416663 26.54583333666667, -105.16249997 26.54583333666667))"
760005.0,,"POLYGON ((-104.8708333033333 26.54583333666667, -104.8708333033333 26.58749999666666, -104.9124999633333 26.58749999666666, -104.9124999633333 26.54583333666667, -104.8708333033333 26.54583333666667))"
759994.0,,"POLYGON ((-105.3291666366667 26.54583333666667, -105.3291666366667 26.58749999666666, -105.3708332966667 26.58749999666666, -105.3708332966667 26.54583333666667, -105.3291666366667 26.54583333666667))"
759993.0,,"POLYGON ((-105.3708333033333 26.54583333666667, -105.3708333033333 26.58749999666666, -105.4124999633333 26.58749999666666, -105.4124999633333 26.54583333666667, -105.3708333033333 26.54583333666667))"
759995.0,,"POLYGON ((-105.28749997 26.54583333666667, -105.28749997 26.58749999666666, -105.32916663 26.58749999666666, -105.32916663 26.54583333666667, -105.28749997 26.54583333666667))"
760003.0,,"POLYGON ((-104.9541666366667 26.54583333666667, -104.9541666366667 26.58749999666666, -104.9958332966667 26.58749999666666, -104.9958332966667 26.54583333666667, -104.9541666366667 26.54583333666667))"
759999.0,,"POLYGON ((-105.1208333033333 26.54583333666667, -105.1208333033333 26.58749999666666, -105.1624999633333 26.58749999666666, -105.1624999633333 26.54583333666667, -105.1208333033333 26.54583333666667))"
760000.0,,"POLYGON ((-105.0791666366667 26.54583333666667, -105.0791666366667 26.58749999666666, -105.1208332966667 26.58749999666666, -105.1208332966667 26.54583333666667, -105.0791666366667 26.54583333666667))"
760004.0,,"POLYGON ((-104.91249997 26.54583333666667, -104.91249997 26.58749999666666, -104.95416663 26.58749999666666, -104.95416663 26.54583333666667, -104.91249997 26.54583333666667))"
759996.0,,"POLYGON ((-105.2458333033333 26.54583333666667, -105.2458333033333 26.58749999666666, -105.2874999633333 26.58749999666666, -105.2874999633333 26.54583333666667, -105.2458333033333 26.54583333666667))"
760001.0,,"POLYGON ((-105.03749997 26.54583333666667, -105.03749997 26.58749999666666, -105.07916663 26.58749999666666, -105.07916663 26.54583333666667, -105.03749997 26.54583333666667))"
758619.0,,"POLYGON ((-104.8708333033333 26.58750000333334, -104.8708333033333 26.62916666333333, -104.9124999633333 26.62916666333333, -104.9124999633333 26.58750000333334, -104.8708333033333 26.58750000333334))"
758616.0,,"POLYGON ((-104.9958333033333 26.58750000333334, -104.9958333033333 26.62916666333333, -105.0374999633333 26.62916666333333, -105.0374999633333 26.58750000333334, -104.9958333033333 26.58750000333334))"
758609.0,,"POLYGON ((-105.28749997 26.58750000333334, -105.28749997 26.62916666333333, -105.32916663 26.62916666333333, -105.32916663 26.58750000333334, -105.28749997 26.58750000333334))"
758613.0,,"POLYGON ((-105.1208333033333 26.58750000333334, -105.1208333033333 26.62916666333333, -105.1624999633333 26.62916666333333, -105.1624999633333 26.58750000333334, -105.1208333033333 26.58750000333334))"
758617.0,,"POLYGON ((-104.9541666366667 26.58750000333334, -104.9541666366667 26.62916666333333, -104.9958332966667 26.62916666333333, -104.9958332966667 26.58750000333334, -104.9541666366667 26.58750000333334))"
758611.0,,"POLYGON ((-105.2041666366667 26.58750000333334, -105.2041666366667 26.62916666333333, -105.2458332966667 26.62916666333333, -105.2458332966667 26.58750000333334, -105.2041666366667 26.58750000333334))"
758612.0,,"POLYGON ((-105.16249997 26.58750000333334, -105.16249997 26.62916666333333, -105.20416663 26.62916666333333, -105.20416663 26.58750000333334, -105.16249997 26.58750000333334))"
758614.0,,"POLYGON ((-105.0791666366667 26.58750000333334, -105.0791666366667 26.62916666333333, -105.1208332966667 26.62916666333333, -105.1208332966667 26.58750000333334, -105.0791666366667 26.58750000333334))"
758618.0,,"POLYGON ((-104.91249997 26.58750000333334, -104.91249997 26.62916666333333, -104.95416663 26.62916666333333, -104.95416663 26.58750000333334, -104.91249997 26.58750000333334))"
758608.0,,"POLYGON ((-105.3291666366667 26.58750000333334, -105.3291666366667 26.62916666333333, -105.3708332966667 26.62916666333333, -105.3708332966667 26.58750000333334, -105.3291666366667 26.58750000333334))"
758610.0,,"POLYGON ((-105.2458333033333 26.58750000333334, -105.2458333033333 26.62916666333333, -105.2874999633333 26.62916666333333, -105.2874999633333 26.58750000333334, -105.2458333033333 26.58750000333334))"
761392.0,,"POLYGON ((-104.8291666366667 26.50416667, -104.8291666366667 26.54583333, -104.8708332966667 26.54583333, -104.8708332966667 26.50416667, -104.8291666366667 26.50416667))"
761393.0,,"POLYGON ((-104.78749997 26.50416667, -104.78749997 26.54583333, -104.82916663 26.54583333, -104.82916663 26.50416667, -104.78749997 26.50416667))"
760009.0,,"POLYGON ((-104.7041666366667 26.54583333666667, -104.7041666366667 26.58749999666666, -104.7458332966667 26.58749999666666, -104.7458332966667 26.54583333666667, -104.7041666366667 26.54583333666667))"
760008.0,,"POLYGON ((-104.7458333033333 26.54583333666667, -104.7458333033333 26.58749999666666, -104.7874999633333 26.58749999666666, -104.7874999633333 26.54583333666667, -104.7458333033333 26.54583333666667))"
760007.0,,"POLYGON ((-104.78749997 26.54583333666667, -104.78749997 26.58749999666666, -104.82916663 26.58749999666666, -104.82916663 26.54583333666667, -104.78749997 26.54583333666667))"
758621.0,,"POLYGON ((-104.78749997 26.58750000333334, -104.78749997 26.62916666333333, -104.82916663 26.62916666333333, -104.82916663 26.58750000333334, -104.78749997 26.58750000333334))"
758623.0,,"POLYGON ((-104.7041666366667 26.58750000333334, -104.7041666366667 26.62916666333333, -104.7458332966667 26.62916666333333, -104.7458332966667 26.58750000333334, -104.7041666366667 26.58750000333334))"
758620.0,,"POLYGON ((-104.8291666366667 26.58750000333334, -104.8291666366667 26.62916666333333, -104.8708332966667 26.62916666333333, -104.8708332966667 26.58750000333334, -104.8291666366667 26.58750000333334))"
758622.0,,"POLYGON ((-104.7458333033333 26.58750000333334, -104.7458333033333 26.62916666333333, -104.7874999633333 26.62916666333333, -104.7874999633333 26.58750000333334, -104.7458333033333 26.58750000333334))"
772445.0,,"POLYGON ((-106.28749997 26.17083333666667, -106.28749997 26.21249999666666, -106.32916663 26.21249999666666, -106.32916663 26.17083333666667, -106.28749997 26.17083333666667))"
772448.0,,"POLYGON ((-106.16249997 26.17083333666667, -106.16249997 26.21249999666666, -106.20416663 26.21249999666666, -106.20416663 26.17083333666667, -106.16249997 26.17083333666667))"
771065.0,,"POLYGON ((-106.03749997 26.21250000333334, -106.03749997 26.25416666333333, -106.07916663 26.25416666333333, -106.07916663 26.21250000333334, -106.03749997 26.21250000333334))"
771059.0,,"POLYGON ((-106.28749997 26.21250000333334, -106.28749997 26.25416666333333, -106.32916663 26.25416666333333, -106.32916663 26.21250000333334, -106.28749997 26.21250000333334))"
771063.0,,"POLYGON ((-106.1208333033333 26.21250000333334, -106.1208333033333 26.25416666333333, -106.1624999633333 26.25416666333333, -106.1624999633333 26.21250000333334, -106.1208333033333 26.21250000333334))"
771060.0,,"POLYGON ((-106.2458333033333 26.21250000333334, -106.2458333033333 26.25416666333333, -106.2874999633333 26.25416666333333, -106.2874999633333 26.21250000333334, -106.2458333033333 26.21250000333334))"
771064.0,,"POLYGON ((-106.0791666366667 26.21250000333334, -106.0791666366667 26.25416666333333, -106.1208332966667 26.25416666333333, -106.1208332966667 26.21250000333334, -106.0791666366667 26.21250000333334))"
771061.0,,"POLYGON ((-106.2041666366667 26.21250000333334, -106.2041666366667 26.25416666333333, -106.2458332966667 26.25416666333333, -106.2458332966667 26.21250000333334, -106.2041666366667 26.21250000333334))"
771058.0,,"POLYGON ((-106.3291666366667 26.21250000333334, -106.3291666366667 26.25416666333333, -106.3708332966667 26.25416666333333, -106.3708332966667 26.21250000333334, -106.3291666366667 26.21250000333334))"
771062.0,,"POLYGON ((-106.16249997 26.21250000333334, -106.16249997 26.25416666333333, -106.20416663 26.25416666333333, -106.20416663 26.21250000333334, -106.16249997 26.21250000333334))"
771057.0,,"POLYGON ((-106.3708333033333 26.21250000333334, -106.3708333033333 26.25416666333333, -106.4124999633333 26.25416666333333, -106.4124999633333 26.21250000333334, -106.3708333033333 26.21250000333334))"
769671.0,,"POLYGON ((-106.3708333033333 26.25416667, -106.3708333033333 26.29583333, -106.4124999633333 26.29583333, -106.4124999633333 26.25416667, -106.3708333033333 26.25416667))"
769675.0,,"POLYGON ((-106.2041666366667 26.25416667, -106.2041666366667 26.29583333, -106.2458332966667 26.29583333, -106.2458332966667 26.25416667, -106.2041666366667 26.25416667))"
769678.0,,"POLYGON ((-106.0791666366667 26.25416667, -106.0791666366667 26.29583333, -106.1208332966667 26.29583333, -106.1208332966667 26.25416667, -106.0791666366667 26.25416667))"
769676.0,,"POLYGON ((-106.16249997 26.25416667, -106.16249997 26.29583333, -106.20416663 26.29583333, -106.20416663 26.25416667, -106.16249997 26.25416667))"
769677.0,,"POLYGON ((-106.1208333033333 26.25416667, -106.1208333033333 26.29583333, -106.1624999633333 26.29583333, -106.1624999633333 26.25416667, -106.1208333033333 26.25416667))"
769679.0,,"POLYGON ((-106.03749997 26.25416667, -106.03749997 26.29583333, -106.07916663 26.29583333, -106.07916663 26.25416667, -106.03749997 26.25416667))"
769673.0,,"POLYGON ((-106.28749997 26.25416667, -106.28749997 26.29583333, -106.32916663 26.29583333, -106.32916663 26.25416667, -106.28749997 26.25416667))"
769674.0,,"POLYGON ((-106.2458333033333 26.25416667, -106.2458333033333 26.29583333, -106.2874999633333 26.29583333, -106.2874999633333 26.25416667, -106.2458333033333 26.25416667))"
769672.0,,"POLYGON ((-106.3291666366667 26.25416667, -106.3291666366667 26.29583333, -106.3708332966667 26.29583333, -106.3708332966667 26.25416667, -106.3291666366667 26.25416667))"
768290.0,,"POLYGON ((-106.16249997 26.29583333666667, -106.16249997 26.33749999666666, -106.20416663 26.33749999666666, -106.20416663 26.29583333666667, -106.16249997 26.29583333666667))"
768289.0,,"POLYGON ((-106.2041666366667 26.29583333666667, -106.2041666366667 26.33749999666666, -106.2458332966667 26.33749999666666, -106.2458332966667 26.29583333666667, -106.2041666366667 26.29583333666667))"
768291.0,,"POLYGON ((-106.1208333033333 26.29583333666667, -106.1208333033333 26.33749999666666, -106.1624999633333 26.33749999666666, -106.1624999633333 26.29583333666667, -106.1208333033333 26.29583333666667))"
768287.0,,"POLYGON ((-106.28749997 26.29583333666667, -106.28749997 26.33749999666666, -106.32916663 26.33749999666666, -106.32916663 26.29583333666667, -106.28749997 26.29583333666667))"
768286.0,,"POLYGON ((-106.3291666366667 26.29583333666667, -106.3291666366667 26.33749999666666, -106.3708332966667 26.33749999666666, -106.3708332966667 26.29583333666667, -106.3291666366667 26.29583333666667))"
768285.0,,"POLYGON ((-106.3708333033333 26.29583333666667, -106.3708333033333 26.33749999666666, -106.4124999633333 26.33749999666666, -106.4124999633333 26.29583333666667, -106.3708333033333 26.29583333666667))"
768293.0,,"POLYGON ((-106.03749997 26.29583333666667, -106.03749997 26.33749999666666, -106.07916663 26.33749999666666, -106.07916663 26.29583333666667, -106.03749997 26.29583333666667))"
768284.0,,"POLYGON ((-106.41249997 26.29583333666667, -106.41249997 26.33749999666666, -106.45416663 26.33749999666666, -106.45416663 26.29583333666667, -106.41249997 26.29583333666667))"
768295.0,,"POLYGON ((-105.9541666366667 26.29583333666667, -105.9541666366667 26.33749999666666, -105.9958332966667 26.33749999666666, -105.9958332966667 26.29583333666667, -105.9541666366667 26.29583333666667))"
768294.0,,"POLYGON ((-105.9958333033333 26.29583333666667, -105.9958333033333 26.33749999666666, -106.0374999633333 26.33749999666666, -106.0374999633333 26.29583333666667, -105.9958333033333 26.29583333666667))"
768288.0,,"POLYGON ((-106.2458333033333 26.29583333666667, -106.2458333033333 26.33749999666666, -106.2874999633333 26.33749999666666, -106.2874999633333 26.29583333666667, -106.2458333033333 26.29583333666667))"
768292.0,,"POLYGON ((-106.0791666366667 26.29583333666667, -106.0791666366667 26.33749999666666, -106.1208332966667 26.33749999666666, -106.1208332966667 26.29583333666667, -106.0791666366667 26.29583333666667))"
766899.0,,"POLYGON ((-106.3708333033333 26.33750000333334, -106.3708333033333 26.37916666333333, -106.4124999633333 26.37916666333333, -106.4124999633333 26.33750000333334, -106.3708333033333 26.33750000333334))"
766903.0,,"POLYGON ((-106.2041666366667 26.33750000333334, -106.2041666366667 26.37916666333333, -106.2458332966667 26.37916666333333, -106.2458332966667 26.33750000333334, -106.2041666366667 26.33750000333334))"
766904.0,,"POLYGON ((-106.16249997 26.33750000333334, -106.16249997 26.37916666333333, -106.20416663 26.37916666333333, -106.20416663 26.33750000333334, -106.16249997 26.33750000333334))"
766902.0,,"POLYGON ((-106.2458333033333 26.33750000333334, -106.2458333033333 26.37916666333333, -106.2874999633333 26.37916666333333, -106.2874999633333 26.33750000333334, -106.2458333033333 26.33750000333334))"
766900.0,,"POLYGON ((-106.3291666366667 26.33750000333334, -106.3291666366667 26.37916666333333, -106.3708332966667 26.37916666333333, -106.3708332966667 26.33750000333334, -106.3291666366667 26.33750000333334))"
766906.0,,"POLYGON ((-106.0791666366667 26.33750000333334, -106.0791666366667 26.37916666333333, -106.1208332966667 26.37916666333333, -106.1208332966667 26.33750000333334, -106.0791666366667 26.33750000333334))"
766907.0,,"POLYGON ((-106.03749997 26.33750000333334, -106.03749997 26.37916666333333, -106.07916663 26.37916666333333, -106.07916663 26.33750000333334, -106.03749997 26.33750000333334))"
766901.0,,"POLYGON ((-106.28749997 26.33750000333334, -106.28749997 26.37916666333333, -106.32916663 26.37916666333333, -106.32916663 26.33750000333334, -106.28749997 26.33750000333334))"
766898.0,,"POLYGON ((-106.41249997 26.33750000333334, -106.41249997 26.37916666333333, -106.45416663 26.37916666333333, -106.45416663 26.33750000333334, -106.41249997 26.33750000333334))"
766909.0,,"POLYGON ((-105.9541666366667 26.33750000333334, -105.9541666366667 26.37916666333333, -105.9958332966667 26.37916666333333, -105.9958332966667 26.33750000333334, -105.9541666366667 26.33750000333334))"
766908.0,,"POLYGON ((-105.9958333033333 26.33750000333334, -105.9958333033333 26.37916666333333, -106.0374999633333 26.37916666333333, -106.0374999633333 26.33750000333334, -105.9958333033333 26.33750000333334))"
766905.0,,"POLYGON ((-106.1208333033333 26.33750000333334, -106.1208333033333 26.37916666333333, -106.1624999633333 26.37916666333333, -106.1624999633333 26.33750000333334, -106.1208333033333 26.33750000333334))"
765515.0,,"POLYGON ((-106.28749997 26.37916667, -106.28749997 26.42083333, -106.32916663 26.42083333, -106.32916663 26.37916667, -106.28749997 26.37916667))"
765513.0,,"POLYGON ((-106.3708333033333 26.37916667, -106.3708333033333 26.42083333, -106.4124999633333 26.42083333, -106.4124999633333 26.37916667, -106.3708333033333 26.37916667))"
765519.0,,"POLYGON ((-106.1208333033333 26.37916667, -106.1208333033333 26.42083333, -106.1624999633333 26.42083333, -106.1624999633333 26.37916667, -106.1208333033333 26.37916667))"
765520.0,,"POLYGON ((-106.0791666366667 26.37916667, -106.0791666366667 26.42083333, -106.1208332966667 26.42083333, -106.1208332966667 26.37916667, -106.0791666366667 26.37916667))"
765523.0,,"POLYGON ((-105.9541666366667 26.37916667, -105.9541666366667 26.42083333, -105.9958332966667 26.42083333, -105.9958332966667 26.37916667, -105.9541666366667 26.37916667))"
765512.0,,"POLYGON ((-106.41249997 26.37916667, -106.41249997 26.42083333, -106.45416663 26.42083333, -106.45416663 26.37916667, -106.41249997 26.37916667))"
765516.0,,"POLYGON ((-106.2458333033333 26.37916667, -106.2458333033333 26.42083333, -106.2874999633333 26.42083333, -106.2874999633333 26.37916667, -106.2458333033333 26.37916667))"
765521.0,,"POLYGON ((-106.03749997 26.37916667, -106.03749997 26.42083333, -106.07916663 26.42083333, -106.07916663 26.37916667, -106.03749997 26.37916667))"
